epoch,loss,lr,val_loss
0,2.074216365814209,0.001,1.724208116531372
1,1.4776852130889893,0.001,0.6935557126998901
2,0.997594952583313,0.001,0.08608036488294601
3,0.7027081251144409,0.001,0.03335700184106827
4,-0.03772153705358505,0.001,0.05090297386050224
5,-0.09562082588672638,0.001,-0.003444164991378784
6,-0.21435800194740295,0.001,-0.21158406138420105
7,-0.41306647658348083,0.001,-0.2284795343875885
8,-0.18623065948486328,0.001,-0.3438827395439148
9,-0.16130714118480682,0.001,-0.8989585041999817
10,-0.24859829246997833,0.001,-0.25124868750572205
11,-0.08853866159915924,0.001,-0.4110013544559479
12,-0.4500710368156433,0.001,-0.3043161928653717
13,0.055196452885866165,0.0005,-0.5706130266189575
14,-0.5047141313552856,0.0005,-0.5037664175033569
15,0.08076693117618561,0.0005,-0.20388436317443848
16,-0.46079176664352417,0.00025,-0.6228892803192139
17,-0.26668378710746765,0.00025,-0.36040765047073364
18,-0.35768863558769226,0.00025,-0.15281644463539124
19,-0.6280359029769897,0.000125,-0.42915090918540955
20,-0.3140421509742737,0.000125,-0.36703333258628845
21,-0.6267420053482056,0.000125,-0.2642776668071747
22,-0.6260457038879395,6.25e-05,-0.1413174867630005
23,-0.49020475149154663,6.25e-05,-0.4998425841331482
24,-0.36636680364608765,6.25e-05,-0.4055517613887787
25,-0.07680513709783554,3.125e-05,-0.7384432554244995
26,-0.6459967494010925,3.125e-05,-0.764565646648407
27,-0.8673464059829712,3.125e-05,0.30429238080978394
28,-0.11612844467163086,1.5625e-05,-0.47264212369918823
29,-0.9002364873886108,1.5625e-05,-0.2616320252418518
30,-0.28677278757095337,1.5625e-05,-0.5012291073799133
31,-0.5785080790519714,7.8125e-06,-0.12628480792045593
32,0.31081241369247437,7.8125e-06,0.07244095951318741
33,1.253736972808838,7.8125e-06,-1.1182739734649658
34,-0.4219392240047455,7.8125e-06,-1.2369085550308228
35,-0.83368319272995,7.8125e-06,0.17129293084144592
36,-0.9473929405212402,7.8125e-06,-0.3202555775642395
37,-0.4616855978965759,7.8125e-06,-0.15518294274806976
38,-0.20028150081634521,3.90625e-06,-0.07347893714904785
39,-0.6756982803344727,3.90625e-06,0.7208399176597595
40,-1.0510756969451904,3.90625e-06,-0.8395698666572571
41,-0.19542567431926727,1.953125e-06,-0.8217710256576538
42,0.37364906072616577,1.953125e-06,-0.23298747837543488
43,-0.5242092609405518,1.953125e-06,-0.506186306476593
44,-0.36732348799705505,9.765625e-07,-0.38219723105430603
45,-0.9724835157394409,9.765625e-07,-0.5614105463027954
46,-0.6755021810531616,9.765625e-07,-0.6207560300827026
47,-0.6063663363456726,4.882813e-07,-0.36305946111679077
48,0.027168428525328636,4.882813e-07,-0.3201252520084381
49,-0.07075397670269012,4.882813e-07,-0.528652548789978
50,-0.3182310461997986,2.4414064e-07,-0.6832014322280884
51,-0.022742653265595436,2.4414064e-07,-0.6398389339447021
52,-0.0369533896446228,2.4414064e-07,-0.4365774691104889
53,-0.7135298252105713,1.2207032e-07,-1.0001511573791504
54,0.16270789504051208,1.2207032e-07,-0.10242356359958649
55,-0.6773494482040405,1.2207032e-07,0.14776082336902618
56,-0.5580660104751587,6.103516e-08,0.07427523285150528
57,-0.5141013264656067,6.103516e-08,0.08473098278045654
58,-0.21403691172599792,6.103516e-08,0.2670838236808777
59,-0.7408009767532349,3.051758e-08,-0.04614832624793053
60,-0.3847636580467224,3.051758e-08,-0.7113239169120789
61,-0.5179747939109802,3.051758e-08,-0.5119024515151978
